# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr  4 16:08:10 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_ntranspec:   Number of Transmission Spectroscopy Measurements
#
loc_rowid,pl_name,hostname,pl_letter,discoverymethod,pl_orbper,pl_radj,pl_massj,pl_dens,pl_eqt,pl_ratror,rowupdate,pl_pubdate,releasedate,st_nspec,pl_ntranspec
16714,Kepler-284 b,Kepler-284,b,Transit,12.69914900,0.200,,,,,2014-05-14,2014-03,2014-05-14,0,0
16715,Kepler-284 b,Kepler-284,b,Transit,12.69902995,,,,701,0.02702,2014-11-18,2014-12-04,2014-11-18,0,0
16716,Kepler-284 b,Kepler-284,b,Transit,12.69904850,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16717,Kepler-284 b,Kepler-284,b,Transit,12.69902995,,,,701,0.02702,2014-11-21,2014-12-18,2014-11-21,0,0
16718,Kepler-284 b,Kepler-284,b,Transit,12.69902995,,,,701,0.02702,2015-08-25,2015-09-24,2015-08-25,0,0
16719,Kepler-284 c,Kepler-284,c,Transit,37.51421280,,,,478,0.02781,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16720,Kepler-284 c,Kepler-284,c,Transit,37.51421280,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16721,Kepler-284 c,Kepler-284,c,Transit,37.51406930,0.263,,,,0.03106,2016-05-06,2016-05,2016-05-10,0,0
16722,Kepler-284 c,Kepler-284,c,Transit,37.51428788,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16723,Kepler-284 c,Kepler-284,c,Transit,37.51419630,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16724,Kepler-284 c,Kepler-284,c,Transit,37.51406930,,,,489,0.03106,2014-11-21,2014-12-18,2014-11-21,0,0
16725,Kepler-284 c,Kepler-284,c,Transit,37.51391000,,,,483,0.02629,2013-10-28,2014-01-08,2013-10-28,0,0
16726,Kepler-284 c,Kepler-284,c,Transit,37.51445600,0.233,,,,,2014-05-14,2014-03,2014-05-14,0,0
16727,Kepler-284 c,Kepler-284,c,Transit,,0.210,,,,,2018-09-04,2018-10,2018-09-06,0,0
16728,Kepler-284 c,Kepler-284,c,Transit,37.51406930,,,,489,0.03106,2014-11-18,2014-12-04,2014-11-18,0,0
16729,Kepler-284 c,Kepler-284,c,Transit,37.51406930,,,,489,0.03106,2015-08-25,2015-09-24,2015-08-25,0,0
16730,Kepler-285 b,Kepler-285,b,Transit,2.63386536,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16731,Kepler-285 b,Kepler-285,b,Transit,2.63386700,0.120,,,,,2014-05-14,2014-03,2014-05-14,0,0
16732,Kepler-285 b,Kepler-285,b,Transit,2.63385253,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16733,Kepler-285 b,Kepler-285,b,Transit,2.63389300,,,,1092,0.01526,2013-10-28,2014-01-08,2013-10-28,0,0
16734,Kepler-285 b,Kepler-285,b,Transit,2.63385253,,,,1131,0.01443,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16735,Kepler-285 b,Kepler-285,b,Transit,2.63385723,,,,1125,0.01600,2014-11-18,2014-12-04,2014-11-18,0,0
16736,Kepler-285 b,Kepler-285,b,Transit,2.63385723,,,,1125,0.01600,2014-11-21,2014-12-18,2014-11-21,0,0
16737,Kepler-285 b,Kepler-285,b,Transit,,0.121,,,,,2018-09-04,2018-10,2018-09-06,0,0
16738,Kepler-285 b,Kepler-285,b,Transit,2.63385723,0.126,,,,0.01600,2016-05-06,2016-05,2016-05-10,0,0
16739,Kepler-285 b,Kepler-285,b,Transit,2.63385723,,,,1125,0.01600,2015-08-25,2015-09-24,2015-08-25,0,0
16740,Kepler-285 c,Kepler-285,c,Transit,6.18677000,,,,825,0.01362,2013-10-28,2014-01-08,2013-10-28,0,0
16741,Kepler-285 c,Kepler-285,c,Transit,,0.106,,,,,2018-09-04,2018-10,2018-09-06,0,0
16742,Kepler-285 c,Kepler-285,c,Transit,6.18666218,,,,847,0.01270,2014-11-18,2014-12-04,2014-11-18,0,0
16743,Kepler-285 c,Kepler-285,c,Transit,6.18666218,,,,847,0.01270,2015-08-25,2015-09-24,2015-08-25,0,0
16744,Kepler-285 c,Kepler-285,c,Transit,6.18666218,0.103,,,,0.01270,2016-05-06,2016-05,2016-05-10,0,0
16745,Kepler-285 c,Kepler-285,c,Transit,6.18670882,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16746,Kepler-285 c,Kepler-285,c,Transit,6.18669653,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16747,Kepler-285 c,Kepler-285,c,Transit,6.18670882,,,,851,0.01265,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16748,Kepler-285 c,Kepler-285,c,Transit,6.18666218,,,,847,0.01270,2014-11-21,2014-12-18,2014-11-21,0,0
16749,Kepler-285 c,Kepler-285,c,Transit,6.18667600,0.100,,,,,2014-05-14,2014-03,2014-05-14,0,0
16750,Kepler-286 b,Kepler-286,b,Transit,1.79632439,,,,1476,0.01386,2014-11-18,2014-12-04,2014-11-18,0,0
16751,Kepler-286 b,Kepler-286,b,Transit,1.79631100,,,,1489,0.01308,2013-10-28,2014-01-08,2013-10-28,0,0
16752,Kepler-286 b,Kepler-286,b,Transit,1.79630200,0.111,,,,,2014-05-14,2014-03,2014-05-14,0,0
16753,Kepler-286 b,Kepler-286,b,Transit,1.79629794,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16754,Kepler-286 b,Kepler-286,b,Transit,1.79632439,,,,1476,0.01386,2015-08-25,2015-09-24,2015-08-25,0,0
16755,Kepler-286 b,Kepler-286,b,Transit,1.79632439,0.124,,,,0.01386,2016-05-06,2016-05,2016-05-10,0,0
16756,Kepler-286 b,Kepler-286,b,Transit,1.79632439,,,,1476,0.01386,2014-11-21,2014-12-18,2014-11-21,0,0
16757,Kepler-286 b,Kepler-286,b,Transit,1.79632095,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16758,Kepler-286 b,Kepler-286,b,Transit,,0.114,,,,,2018-09-04,2018-10,2018-09-06,0,0
16759,Kepler-286 b,Kepler-286,b,Transit,1.79632095,,,,1367,0.01323,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16760,Kepler-286 c,Kepler-286,c,Transit,3.46808239,,,,1186,0.01486,2015-08-25,2015-09-24,2015-08-25,0,0
16761,Kepler-286 c,Kepler-286,c,Transit,3.46807300,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16762,Kepler-286 c,Kepler-286,c,Transit,3.46805200,,,,1196,0.01471,2013-10-28,2014-01-08,2013-10-28,0,0
16763,Kepler-286 c,Kepler-286,c,Transit,3.46808239,,,,1186,0.01486,2014-11-21,2014-12-18,2014-11-21,0,0
16764,Kepler-286 c,Kepler-286,c,Transit,3.46807300,,,,1098,0.01425,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16765,Kepler-286 c,Kepler-286,c,Transit,3.46809500,0.122,,,,,2014-05-14,2014-03,2014-05-14,0,0
16766,Kepler-286 c,Kepler-286,c,Transit,3.46803445,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16767,Kepler-286 c,Kepler-286,c,Transit,,0.122,,,,,2018-09-04,2018-10,2018-09-06,0,0
16768,Kepler-286 c,Kepler-286,c,Transit,3.46808239,,,,1186,0.01486,2014-11-18,2014-12-04,2014-11-18,0,0
16769,Kepler-286 c,Kepler-286,c,Transit,3.46808239,0.133,,,,0.01486,2016-05-06,2016-05,2016-05-10,0,0
16770,Kepler-286 d,Kepler-286,d,Transit,5.91426680,,,,919,0.01448,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16771,Kepler-286 d,Kepler-286,d,Transit,5.91432300,0.119,,,,,2014-05-14,2014-03,2014-05-14,0,0
16772,Kepler-286 d,Kepler-286,d,Transit,5.91426680,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16773,Kepler-286 d,Kepler-286,d,Transit,5.91428767,0.133,,,,0.01488,2016-05-06,2016-05,2016-05-10,0,0
16774,Kepler-286 d,Kepler-286,d,Transit,5.91428767,,,,992,0.01488,2015-08-25,2015-09-24,2015-08-25,0,0
16775,Kepler-286 d,Kepler-286,d,Transit,,0.124,,,,,2018-09-04,2018-10,2018-09-06,0,0
16776,Kepler-286 d,Kepler-286,d,Transit,5.91430094,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16777,Kepler-286 d,Kepler-286,d,Transit,5.91428767,,,,992,0.01488,2014-11-21,2014-12-18,2014-11-21,0,0
16778,Kepler-286 d,Kepler-286,d,Transit,5.91425600,,,,995,0.01446,2013-10-28,2014-01-08,2013-10-28,0,0
16779,Kepler-286 d,Kepler-286,d,Transit,5.91428767,,,,992,0.01488,2014-11-18,2014-12-04,2014-11-18,0,0
16780,Kepler-286 e,Kepler-286,e,Transit,29.22151010,,,,582,0.01809,2014-11-21,2014-12-18,2014-11-21,0,0
16781,Kepler-286 e,Kepler-286,e,Transit,29.22149590,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16782,Kepler-286 e,Kepler-286,e,Transit,29.22151010,,,,582,0.01809,2015-08-25,2015-09-24,2015-08-25,0,0
16783,Kepler-286 e,Kepler-286,e,Transit,29.22149590,,,,539,0.01996,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16784,Kepler-286 e,Kepler-286,e,Transit,29.22151010,0.160,,,,0.01809,2016-05-06,2016-05,2016-05-10,0,0
16785,Kepler-286 e,Kepler-286,e,Transit,29.22123577,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16786,Kepler-286 e,Kepler-286,e,Transit,,0.171,,,,,2018-09-04,2018-10,2018-09-06,0,0
16787,Kepler-286 e,Kepler-286,e,Transit,29.22151010,,,,582,0.01809,2014-11-18,2014-12-04,2014-11-18,0,0
16788,Kepler-286 e,Kepler-286,e,Transit,29.22144000,,,,587,0.01760,2013-10-28,2014-01-08,2013-10-28,0,0
16789,Kepler-286 e,Kepler-286,e,Transit,29.22126129,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16790,Kepler-286 e,Kepler-286,e,Transit,29.22128900,0.158,,,,,2014-05-14,2014-03,2014-05-14,0,0
16791,Kepler-287 b,Kepler-287,b,Transit,20.34229000,,,,677,0.02390,2013-10-28,2014-01-08,2013-10-28,0,0
16792,Kepler-287 b,Kepler-287,b,Transit,20.34219900,0.208,,,,,2014-05-14,2014-03,2014-05-14,0,0
16793,Kepler-287 b,Kepler-287,b,Transit,20.34234237,,,,680,0.02174,2014-11-18,2014-12-04,2014-11-18,0,0
16794,Kepler-287 b,Kepler-287,b,Transit,20.34230286,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16795,Kepler-287 b,Kepler-287,b,Transit,20.34234237,0.203,,,,0.02174,2016-05-06,2016-05,2016-05-10,0,0
16796,Kepler-287 b,Kepler-287,b,Transit,20.34212338,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16797,Kepler-287 b,Kepler-287,b,Transit,20.34237838,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16798,Kepler-287 b,Kepler-287,b,Transit,20.34237838,,,,667,0.02463,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16799,Kepler-287 b,Kepler-287,b,Transit,20.34234237,,,,680,0.02174,2015-08-25,2015-09-24,2015-08-25,0,0
16800,Kepler-287 b,Kepler-287,b,Transit,,0.221,,,,,2018-09-04,2018-10,2018-09-06,0,0
16801,Kepler-287 b,Kepler-287,b,Transit,20.34234237,,,,680,0.02174,2014-11-21,2014-12-18,2014-11-21,0,0
16802,Kepler-287 c,Kepler-287,c,Transit,,0.257,,,,,2018-09-04,2018-10,2018-09-06,0,0
16803,Kepler-287 c,Kepler-287,c,Transit,44.85197800,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16804,Kepler-287 c,Kepler-287,c,Transit,44.85209970,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16805,Kepler-287 c,Kepler-287,c,Transit,44.85210710,,,,522,0.03170,2014-11-21,2014-12-18,2014-11-21,0,0
16806,Kepler-287 c,Kepler-287,c,Transit,44.85210710,,,,522,0.03170,2015-08-25,2015-09-24,2015-08-25,0,0
16807,Kepler-287 c,Kepler-287,c,Transit,44.85210710,,,,522,0.03170,2014-11-18,2014-12-04,2014-11-18,0,0
16808,Kepler-287 c,Kepler-287,c,Transit,44.85209970,,,,513,0.02861,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16809,Kepler-287 c,Kepler-287,c,Transit,44.85199000,,,,520,0.02830,2013-10-28,2014-01-08,2013-10-28,0,0
16810,Kepler-287 c,Kepler-287,c,Transit,44.85189600,0.291,,,,,2014-05-14,2014-03,2014-05-14,0,0
16811,Kepler-287 c,Kepler-287,c,Transit,44.85210710,0.294,,,,0.03170,2016-05-06,2016-05,2016-05-10,0,0
16812,Kepler-288 b,Kepler-288,b,Transit,6.09747233,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16813,Kepler-288 b,Kepler-288,b,Transit,6.09750607,,,,1068,0.01409,2015-08-25,2015-09-24,2015-08-25,0,0
16814,Kepler-288 b,Kepler-288,b,Transit,6.09747233,,,,1197,0.01334,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16815,Kepler-288 b,Kepler-288,b,Transit,6.09750607,,,,1068,0.01409,2014-11-18,2014-12-04,2014-11-18,0,0
16816,Kepler-288 b,Kepler-288,b,Transit,6.09750607,,,,1068,0.01409,2014-11-21,2014-12-18,2014-11-21,0,0
16817,Kepler-288 b,Kepler-288,b,Transit,6.09742549,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16818,Kepler-288 b,Kepler-288,b,Transit,,0.139,,,,,2018-09-04,2018-10,2018-09-06,0,0
16819,Kepler-288 b,Kepler-288,b,Transit,6.09732600,0.149,,,,,2014-05-14,2014-03,2014-05-14,0,0
16820,Kepler-288 b,Kepler-288,b,Transit,6.09741000,,,,1035,0.01310,2013-10-28,2014-01-08,2013-10-28,0,0
16821,Kepler-288 b,Kepler-288,b,Transit,6.09750607,0.140,,,,0.01409,2016-05-06,2016-05,2016-05-10,0,0
16822,Kepler-288 c,Kepler-288,c,Transit,19.30577159,,,,728,0.02596,2014-11-21,2014-12-18,2014-11-21,0,0
16823,Kepler-288 c,Kepler-288,c,Transit,19.30581662,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16824,Kepler-288 c,Kepler-288,c,Transit,19.30577159,,,,728,0.02596,2014-11-18,2014-12-04,2014-11-18,0,0
16825,Kepler-288 c,Kepler-288,c,Transit,,0.251,,,,,2018-09-04,2018-10,2018-09-06,0,0
16826,Kepler-288 c,Kepler-288,c,Transit,19.30577159,0.260,,,,0.02596,2016-05-06,2016-05,2016-05-10,0,0
16827,Kepler-288 c,Kepler-288,c,Transit,19.30581662,,,,815,0.02407,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16828,Kepler-288 c,Kepler-288,c,Transit,19.30572737,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16829,Kepler-288 c,Kepler-288,c,Transit,19.30577159,,,,728,0.02596,2015-08-25,2015-09-24,2015-08-25,0,0
16830,Kepler-288 c,Kepler-288,c,Transit,19.30563000,,,,703,0.02450,2013-10-28,2014-01-08,2013-10-28,0,0
16831,Kepler-288 c,Kepler-288,c,Transit,19.30576136,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16832,Kepler-288 c,Kepler-288,c,Transit,19.30577200,0.254,,,,,2014-05-14,2014-03,2014-05-14,0,0
16833,Kepler-288 d,Kepler-288,d,Transit,56.63887910,,,,508,0.03101,2015-08-25,2015-09-24,2015-08-25,0,0
16834,Kepler-288 d,Kepler-288,d,Transit,56.63887910,,,,508,0.03101,2014-11-21,2014-12-18,2014-11-21,0,0
16835,Kepler-288 d,Kepler-288,d,Transit,56.63849917,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16836,Kepler-288 d,Kepler-288,d,Transit,56.63791800,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16837,Kepler-288 d,Kepler-288,d,Transit,56.63440000,,,,492,0.02280,2013-10-28,2014-01-08,2013-10-28,0,0
16838,Kepler-288 d,Kepler-288,d,Transit,,0.231,,,,,2018-09-04,2018-10,2018-09-06,0,0
16839,Kepler-288 d,Kepler-288,d,Transit,56.63374200,0.238,,,,,2014-05-14,2014-03,2014-05-14,0,0
16840,Kepler-288 d,Kepler-288,d,Transit,56.63791800,,,,570,0.02216,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16841,Kepler-288 d,Kepler-288,d,Transit,56.63887910,0.315,,,,0.03101,2016-05-06,2016-05,2016-05-10,0,0
16842,Kepler-288 d,Kepler-288,d,Transit,56.63887910,,,,508,0.03101,2014-11-18,2014-12-04,2014-11-18,0,0
16843,Kepler-289 b,Kepler-289,b,Transit,34.54384640,,,,750,0.01954,2015-08-25,2015-09-24,2015-08-25,0,0
16844,Kepler-289 b,Kepler-289,b,Transit,34.54363000,,,,755,0.02123,2013-10-28,2014-01-08,2013-10-28,0,0
16845,Kepler-289 b,Kepler-289,b,Transit,34.54394520,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16846,Kepler-289 b,Kepler-289,b,Transit,34.54500000,0.192,0.02300,4.10000,,0.01970,2014-11-19,2014-11,2014-11-19,0,0
16847,Kepler-289 b,Kepler-289,b,Transit,34.54390732,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16848,Kepler-289 b,Kepler-289,b,Transit,34.54384640,,,,750,0.01954,2014-11-18,2014-12-04,2014-11-18,0,0
16849,Kepler-289 b,Kepler-289,b,Transit,34.54398442,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16850,Kepler-289 b,Kepler-289,b,Transit,34.54390100,0.217,,,,,2014-05-14,2014-03,2014-05-14,0,0
16851,Kepler-289 b,Kepler-289,b,Transit,34.54384640,0.219,,,,0.01954,2016-05-06,2016-05,2016-05-10,0,0
16852,Kepler-289 b,Kepler-289,b,Transit,,0.216,,,,,2018-09-04,2018-10,2018-09-06,0,0
16853,Kepler-289 b,Kepler-289,b,Transit,34.54384640,,,,750,0.01954,2014-11-21,2014-12-18,2014-11-21,0,0
16854,Kepler-289 b,Kepler-289,b,Transit,34.54394520,,,,607,0.02197,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16855,Kepler-289 c,Kepler-289,c,Transit,125.86546000,,,,491,0.10390,2013-10-28,2014-01-08,2013-10-28,0,0
16856,Kepler-289 c,Kepler-289,c,Transit,,1.000,,,,,2018-09-04,2018-10,2018-09-06,0,0
16857,Kepler-289 c,Kepler-289,c,Transit,125.86526539,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16858,Kepler-289 c,Kepler-289,c,Transit,125.86543389,1.139,,,,0.10411,2016-05-06,2016-05,2016-05-10,0,0
16859,Kepler-289 c,Kepler-289,c,Transit,125.86543389,,,,487,0.10411,2015-08-25,2015-09-24,2015-08-25,0,0
16860,Kepler-289 c,Kepler-289,c,Transit,125.86643800,1.163,,,,,2014-05-14,2014-03,2014-05-14,0,0
16861,Kepler-289 c,Kepler-289,c,Transit,125.86543389,,,,487,0.10411,2014-11-21,2014-12-18,2014-11-21,0,0
16862,Kepler-289 c,Kepler-289,c,Transit,125.85180000,1.034,0.42000,0.47000,,0.10620,2014-11-19,2014-11,2014-11-19,0,0
16863,Kepler-289 c,Kepler-289,c,Transit,125.86500000,1.030,0.42000,,,0.10620,2016-04-27,2016-03,2016-04-28,0,0
16864,Kepler-289 c,Kepler-289,c,Transit,125.86543389,,,,487,0.10411,2014-11-18,2014-12-04,2014-11-18,0,0
16865,Kepler-289 c,Kepler-289,c,Transit,125.86540191,,,,394,0.10163,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16866,Kepler-289 c,Kepler-289,c,Transit,125.86540191,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16867,Kepler-289 d,Kepler-289,d,Transit,66.06340000,0.239,0.01300,1.20000,,0.02460,2014-11-19,2014-11,2014-11-19,0,0
16868,Kepler-29 b,Kepler-29,b,Transit,10.33974000,0.227,0.01573,1.65000,,0.03194,2020-05-01,2020-03,2020-05-07,0,0
16869,Kepler-29 b,Kepler-29,b,Transit,10.33924080,,,,777,0.03133,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16870,Kepler-29 b,Kepler-29,b,Transit,10.33929240,,,,776,29.23371,2015-08-25,2015-09-24,2015-08-25,0,0
16871,Kepler-29 b,Kepler-29,b,Transit,10.33760000,0.321,0.40000,,,0.03430,2020-05-01,2012-05,2014-05-14,0,0
16872,Kepler-29 b,Kepler-29,b,Transit,10.33840000,0.299,0.01419,0.65000,,,2020-05-01,2016-03,2016-04-07,0,0
16873,Kepler-29 b,Kepler-29,b,Transit,10.33924080,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16874,Kepler-29 b,Kepler-29,b,Transit,10.33923850,,,,,,2020-05-01,2016-07,2016-07-28,0,0
16875,Kepler-29 b,Kepler-29,b,Transit,10.33808200,,,,825,0.03799,2013-10-28,2014-01-08,2013-10-28,0,0
16876,Kepler-29 b,Kepler-29,b,Transit,10.33929240,,,,776,29.23371,2014-11-21,2014-12-18,2014-11-21,0,0
16877,Kepler-29 b,Kepler-29,b,Transit,,0.228,,,,,2020-05-01,2018-10,2018-09-06,0,0
16878,Kepler-29 b,Kepler-29,b,Transit,10.33929240,,,,,29.23371,2020-05-01,2016-05,2016-05-10,0,0
16879,Kepler-29 b,Kepler-29,b,Transit,10.33929240,,,,776,29.23371,2014-11-18,2014-12-04,2014-11-18,0,0
16880,Kepler-29 c,Kepler-29,c,Transit,,0.213,,,,,2020-05-04,2018-10,2018-09-06,0,0
16881,Kepler-29 c,Kepler-29,c,Transit,13.28689074,,,,714,12.87936,2015-08-25,2015-09-24,2015-08-25,0,0
16882,Kepler-29 c,Kepler-29,c,Transit,13.28689074,,,,,12.87936,2020-05-04,2016-05,2016-05-10,0,0
16883,Kepler-29 c,Kepler-29,c,Transit,13.29070000,0.259,0.30000,,,0.02800,2020-05-04,2012-05,2014-05-14,0,0
16884,Kepler-29 c,Kepler-29,c,Transit,13.28689997,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16885,Kepler-29 c,Kepler-29,c,Transit,13.28706214,,,,,,2020-05-04,2016-07,2016-07-28,0,0
16886,Kepler-29 c,Kepler-29,c,Transit,13.28689997,,,,715,0.02928,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16887,Kepler-29 c,Kepler-29,c,Transit,13.28840000,0.280,0.01259,0.70000,,,2020-05-04,2016-03,2016-04-07,0,0
16888,Kepler-29 c,Kepler-29,c,Transit,13.28689074,,,,714,12.87936,2014-11-18,2014-12-04,2014-11-18,0,0
16889,Kepler-29 c,Kepler-29,c,Transit,13.28689074,,,,714,12.87936,2014-11-21,2014-12-18,2014-11-21,0,0
16890,Kepler-29 c,Kepler-29,c,Transit,13.28992000,,,,759,0.03437,2013-10-28,2014-01-08,2013-10-28,0,0
16891,Kepler-29 c,Kepler-29,c,Transit,13.28613000,0.209,0.01416,1.91000,,,2020-05-04,2020-03,2020-05-07,0,0
16892,Kepler-290 b,Kepler-290,b,Transit,14.58932429,,,,594,0.02813,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16893,Kepler-290 b,Kepler-290,b,Transit,14.58917182,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16894,Kepler-290 b,Kepler-290,b,Transit,14.58934700,0.201,,,,,2014-05-14,2014-03,2014-05-14,0,0
16895,Kepler-290 b,Kepler-290,b,Transit,14.58932462,,,,596,0.02629,2015-08-25,2015-09-24,2015-08-25,0,0
16896,Kepler-290 b,Kepler-290,b,Transit,14.58936813,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16897,Kepler-290 b,Kepler-290,b,Transit,,0.194,,,,,2018-09-04,2018-10,2018-09-06,0,0
16898,Kepler-290 b,Kepler-290,b,Transit,14.58932462,,,,596,0.02629,2014-11-18,2014-12-04,2014-11-18,0,0
16899,Kepler-290 b,Kepler-290,b,Transit,14.58932462,0.189,,,,0.02629,2016-05-06,2016-05,2016-05-10,0,0
16900,Kepler-290 b,Kepler-290,b,Transit,14.58932462,,,,596,0.02629,2014-11-21,2014-12-18,2014-11-21,0,0
16901,Kepler-290 b,Kepler-290,b,Transit,14.58950100,,,,575,0.02900,2013-10-28,2014-01-08,2013-10-28,0,0
16902,Kepler-290 b,Kepler-290,b,Transit,14.58932429,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16903,Kepler-290 c,Kepler-290,c,Transit,36.77031000,0.241,,,,,2014-05-14,2014-03,2014-05-14,0,0
16904,Kepler-290 c,Kepler-290,c,Transit,36.77047310,,,,438,0.04147,2014-11-21,2014-12-18,2014-11-21,0,0
16905,Kepler-290 c,Kepler-290,c,Transit,36.77049350,,,,,,2018-09-25,2018-08-16,2018-09-25,0,0
16906,Kepler-290 c,Kepler-290,c,Transit,36.77047310,,,,438,0.04147,2015-08-25,2015-09-24,2015-08-25,0,0
16907,Kepler-290 c,Kepler-290,c,Transit,36.77047310,,,,438,0.04147,2014-11-18,2014-12-04,2014-11-18,0,0
16908,Kepler-290 c,Kepler-290,c,Transit,36.77019000,,,,422,0.03310,2013-10-28,2014-01-08,2013-10-28,0,0
16909,Kepler-290 c,Kepler-290,c,Transit,36.77045659,,,,,,2016-07-26,2016-07,2016-07-28,0,0
16910,Kepler-290 c,Kepler-290,c,Transit,36.77042443,,,,,,2019-04-16,2019-03,2019-04-18,0,0
16911,Kepler-290 c,Kepler-290,c,Transit,36.77049350,,,,437,0.03430,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16912,Kepler-290 c,Kepler-290,c,Transit,,0.237,,,,,2018-09-04,2018-10,2018-09-06,0,0
16913,Kepler-290 c,Kepler-290,c,Transit,36.77047310,0.299,,,,0.04147,2016-05-06,2016-05,2016-05-10,0,0
16914,Kepler-291 b,Kepler-291,b,Transit,3.54651100,0.193,,,,,2014-05-14,2014-03,2014-05-14,0,0
16915,Kepler-291 b,Kepler-291,b,Transit,3.54653414,0.170,,,,0.02014,2016-05-06,2016-05,2016-05-10,0,0
16916,Kepler-291 b,Kepler-291,b,Transit,3.54653414,,,,1212,0.02014,2014-11-18,2014-12-04,2014-11-18,0,0
16917,Kepler-291 b,Kepler-291,b,Transit,3.54653414,,,,1212,0.02014,2015-08-25,2015-09-24,2015-08-25,0,0
16918,Kepler-291 b,Kepler-291,b,Transit,3.54653400,,,,1164,0.02080,2013-10-28,2014-01-08,2013-10-28,0,0
16919,Kepler-291 b,Kepler-291,b,Transit,,0.243,,,,,2018-09-04,2018-10,2018-09-06,0,0
16920,Kepler-291 b,Kepler-291,b,Transit,3.54653414,,,,1212,0.02014,2014-11-21,2014-12-18,2014-11-21,0,0
16921,Kepler-291 b,Kepler-291,b,Transit,3.54653181,,,,1212,0.02022,2017-05-08,2017-08-31 00:00,2017-05-08,0,0
16922,Kepler-291 b,Kepler-291,b,Transit,3.54654173,,,,,,2019-04-16,2019-03,2019-04-18,0,0
